,Timestamp,Side,Base Currency Vol.,Quote Currency Vol.,Vol. (USD),Liquidity in Pool,PoolID
101,2021-06-18 00:30:04,Sell,764108940.9486024,243290876.7570066,6632907228.6574135,104814.11947313396,0x5728d226c22e89a7bf36346f644f753d64a7664aef1145d99bfbcd2b298ac9a4-2
102,2021-06-18 00:29:09,Sell,764108940.9486024,243290876.7570066,6632907228.6574135,104814.11947313396,0x3852e4876407abe6449e78073a1af530fc76ce5a2cc05882e1afe6e052cbd193-0
103,2021-06-18 00:25:37,Sell,764108940.9486024,243290876.7570066,6632907228.6574135,104814.11947313396,0x1ca0ea027f8fefbd9f36fbeb9b843122e44415c223ade8129a4a6b2d26fc51f5-0
104,2021-06-18 00:16:38,Buy,764108940.9486024,243290876.7570066,6632907228.6574135,104814.11947313396,0xb5196809c2b249b47b0825f0554108667d5b02683944619878e910faeaaff198-0
105,2021-06-18 00:16:38,Buy,764108940.9486024,243290876.7570066,6632907228.6574135,104814.11947313396,0x7a29f7af8fd95fb138acab00444e1785a5409158eda7468bf5b3aaec548c4069-0
106,2021-06-18 00:15:59,Sell,764108940.9486024,243290876.7570066,6632907228.6574135,104814.11947313396,0xcb60a42d40ededffb87846d5454796e55895090aa76c59170aec2976748c4970-0
107,2021-06-18 00:08:31,Sell,764108940.9486024,243290876.7570066,6632907228.6574135,104814.11947313396,0x36d03332db77802626ad0fdd7305255c543371c44d518379548aa8cd86cc903d-1
108,2021-06-18 00:08:24,Sell,764108940.9486024,243290876.7570066,6632907228.6574135,104814.11947313396,0x2e0aa4a31abd31f673285b99e08b630529c5aa9a9c7645adfaba5d735f855e9a-0
109,2021-06-18 00:02:18,Buy,764108940.9486024,243290876.7570066,6632907228.6574135,104814.11947313396,0xf271fd309e3f32310a55aed17b722748ef0c86301b40946f213843eb362c3180-0
110,2021-06-18 00:02:18,Sell,764108940.9486024,243290876.7570066,6632907228.6574135,104814.11947313396,0x5e96a15005d3c1dbaefd202c5c7ba9eb6da7cc8579d4a4c260af55f3de6721ae-0
111,2021-06-17 23:58:02,Sell,764108940.9486024,243290876.7570066,6632907228.6574135,104814.11947313396,0x821c7ac8720cd3d0e88c9a956561de69cafbbe5794fbfba756a9d84818c502bb-0
